period,run,month,starting_closed_balance,net_usd,return_on_month_start_balance_pct,ending_closed_balance,trades,win_rate,net_pf,commission,swap,fee,momentum_net_usd,trend_change_net_usd,breakout_net_usd
5y,All three together,2023.08,9468.14,-306.8,-3.2403407638670316,9161.34,36,25.0,0.6358500195843373,-9.75,-26.75,0.0,130.57,-163.64,-273.73
5y,All three together,2023.09,9161.34,33.33,0.36381140750152263,9194.67,31,35.483870967741936,1.0541713394119656,-9.2,-9.62,0.0,-34.26,-152.5,220.09
5y,All three together,2023.10,9194.67,484.14,5.265441826623467,9678.81,33,48.484848484848484,1.8891133475354442,-7.03,-25.61,0.0,245.61,-100.35,338.88
5y,All three together,2023.11,9678.81,225.25,2.3272489076653016,9904.06,31,41.935483870967744,1.357641865929948,-7.4,-33.69,0.0,202.56,-73.64,96.33
5y,All three together,2023.12,9904.06,-200.23,-2.0216961528908346,9703.83,30,26.666666666666668,0.7383366874885654,-6.51,-35.27,0.0,-7.27,-192.54,-0.42
5y,All three together,2024.01,9703.83,-1.65,-0.01700359548755491,9702.18,32,34.375,0.9977452855971577,-7.3,-18.18,0.0,79.29,180.08,-261.02
5y,All three together,2024.02,9702.18,-15.34,-0.15810879616745924,9686.84,28,35.714285714285715,0.9755065544715708,-7.71,-48.1,0.0,-11.09,27.25,-31.5
5y,All three together,2024.03,9686.84,-53.04,-0.5475469812653042,9633.8,28,32.142857142857146,0.9180634297807918,-6.25,-27.79,0.0,-64.43,-117.58,128.97
5y,All three together,2024.04,9633.8,-55.94,-0.5806639124748282,9577.86,25,32.0,0.9088776673725364,-3.01,-18.19,0.0,107.53,-154.24,-9.23
5y,All three together,2024.05,9577.86,278.35,2.906181547861422,9856.21,34,41.1764705882353,1.4000431158378845,-5.38,-24.58,0.0,-41.06,250.26,69.15
5y,All three together,2024.06,9856.21,-249.0,-2.5263260421602216,9607.21,30,26.666666666666668,0.6793468462667731,-5.03,-20.83,0.0,-93.31,-75.34,-80.35
5y,All three together,2024.07,9607.21,391.04,4.070276386172468,9998.25,35,45.714285714285715,1.590926950161695,-6.13,-33.11,0.0,71.61,414.43,-95.0
5y,All three together,2024.08,9998.25,-385.32,-3.8538744280249038,9612.93,39,25.641025641025642,0.6438487845457066,-6.49,-22.43,0.0,-14.25,-209.2,-161.87
5y,All three together,2024.09,9612.93,315.49,3.281933812063543,9928.42,34,41.1764705882353,1.4588611737328194,-5.77,-25.12,0.0,168.97,42.16,104.36
5y,All three together,2024.10,9928.42,-429.31,-4.324051561074168,9499.11,36,22.22222222222222,0.5659677288903268,-5.93,-37.93,0.0,-44.69,-170.41,-214.21
5y,All three together,2024.11,9499.11,228.52,2.405699060227747,9727.63,34,41.1764705882353,1.299725876473906,-4.93,-22.44,0.0,-197.5,117.02,309.0
5y,All three together,2024.12,9727.63,161.23,1.6574437966904574,9888.86,28,39.285714285714285,1.2682159968059623,-4.49,-16.55,0.0,-70.84,55.47,176.6
5y,All three together,2025.01,9888.86,543.27,5.493757622213277,10432.13,35,48.57142857142857,1.8241853267795378,-6.6,-47.02,0.0,216.57,177.05,149.65
5y,All three together,2025.02,10432.13,-266.37,-2.5533615857931213,10165.76,27,25.925925925925927,0.6648337821174221,-3.63,-12.82,0.0,71.31,-95.82,-241.86
5y,All three together,2025.03,10165.76,-74.15,-0.7294093112566103,10091.61,26,30.76923076923077,0.8885012706193706,-3.81,-18.17,0.0,-37.66,-135.85,99.36
5y,All three together,2025.04,10091.61,-62.68,-0.6211100111875111,10028.93,33,33.333333333333336,0.9326492236608822,-2.73,-7.47,0.0,-105.2,-73.29,115.81
5y,All three together,2025.05,10028.93,-175.79,-1.752829065513469,9853.14,44,31.818181818181817,0.8740262997599341,-4.36,-9.6,0.0,38.82,-162.9,-51.71
5y,All three together,2025.06,9853.14,-55.32,-0.5614453869527886,9797.82,29,31.03448275862069,0.9394038973415269,-3.19,-11.77,0.0,-19.54,20.45,-56.23
5y,All three together,2025.07,9797.82,25.8,0.2633238822513579,9823.62,29,34.48275862068966,1.0370551230862033,-3.61,-17.11,0.0,-99.94,19.37,106.37
5y,All three together,2025.08,9823.62,85.41,0.8694350962272562,9909.03,32,34.375,1.1143220452416007,-5.02,-32.61,0.0,36.01,85.14,-35.74
5y,All three together,2025.09,9909.03,-6.63,-0.06690866815419874,9902.4,26,34.61538461538461,0.9906855858387188,-3.05,-7.49,0.0,76.44,-187.12,104.05
5y,All three together,2025.10,9902.4,758.54,7.66016319276135,10660.94,32,53.125,2.019323801333047,-2.27,-11.7,0.0,311.89,152.08,294.57
5y,All three together,2025.11,10660.94,-185.21,-1.7372764502942513,10475.73,26,26.923076923076923,0.7809047247261457,-2.06,-21.89,0.0,-36.85,-95.37,-52.99
5y,All three together,2025.12,10475.73,12.4,0.11836883921215988,10488.13,27,33.333333333333336,1.0155763239875388,-2.27,-17.6,0.0,38.46,0.0,-26.06
5y,All three together,2026.01,10488.13,-328.61,-3.133161011543525,10159.52,24,33.333333333333336,0.7080034476936885,-1.64,-7.44,0.0,-18.99,-269.28,-40.34
5y,All three together,2026.02,10159.52,160.93,1.5840315290486162,10320.45,14,28.571428571428573,1.1900830350920708,-0.84,-17.02,0.0,100.53,337.96,-277.56
5y,All three together,2026.03,10320.45,62.49,0.6054968533348835,10382.94,26,34.61538461538461,1.0508433205594474,-1.56,-9.04,0.0,-224.09,-99.09,385.67
5y,All three together,2026.04,10382.94,-237.93,-2.291547480771342,10145.01,29,24.137931034482758,0.7972043468996378,-1.89,-21.24,0.0,-117.19,-90.12,-30.62
5y,All three together,2026.05,10145.01,-361.75,-3.565792443772849,9783.26,31,22.580645161290324,0.6416933271263161,-1.96,-12.21,0.0,-130.83,-181.84,-49.08
5y,All three together,2026.06,9783.26,495.49,5.064671694302307,10278.75,35,45.714285714285715,1.5829979997646784,-2.2,-4.77,0.0,86.65,37.05,371.79
5y,All three together,2026.07,10278.75,-268.5,-2.6121853338197734,10010.25,32,28.125,0.760094353952412,-2.82,-13.88,0.0,-87.14,-38.79,-142.57
5y,All three together,2026.08,10010.25,382.29,3.818985539821682,10392.54,29,41.37931034482759,1.5666997731955703,-1.99,-9.58,0.0,-90.5,310.49,162.3
5y,All three together,2026.09,10392.54,91.36,0.8790921180000267,10483.9,7,42.857142857142854,1.5771320277953251,-0.42,-3.73,0.0,0,48.41,42.95
5y,Momentum,2021.09,10000,-77.4,-0.7740000000000001,9922.6,5,20.0,0.434086422461066,-1.66,0.0,0.0,-77.4,0,0
5y,Momentum,2021.10,9922.6,-87.18,-0.8786003668393364,9835.42,2,0.0,0.0,-0.34,-9.61,0.0,-87.18,0,0
5y,Momentum,2021.11,9835.42,138.22,1.405328903087006,9973.64,2,100.0,,-0.44,-4.28,0.0,138.22,0,0
5y,Momentum,2021.12,9973.64,35.71,0.35804380346593623,10009.35,2,50.0,2.0555719775347328,-0.55,0.0,0.0,35.71,0,0
5y,Momentum,2022.01,10009.35,-30.67,-0.30641350337434503,9978.68,1,0.0,0.0,-0.22,0.0,0.0,-30.67,0,0
5y,Momentum,2022.02,9978.68,212.48,2.129339752352015,10191.16,8,62.5,2.8858613650483713,-2.22,-12.83,0.0,212.48,0,0
5y,Momentum,2022.03,10191.16,79.16,0.7767516161065081,10270.32,4,50.0,2.0957918050941307,-0.67,-6.42,0.0,79.16,0,0
5y,Momentum,2022.04,10270.32,-151.39,-1.4740533887941176,10118.93,4,0.0,0.0,-0.94,0.0,0.0,-151.39,0,0
5y,Momentum,2022.05,10118.93,74.62,0.7374297480069534,10193.55,4,50.0,1.933917396745932,-0.78,0.0,0.0,74.62,0,0
5y,Momentum,2022.06,10193.55,14.4,0.14126580043262651,10207.95,2,50.0,1.2787996127783157,-0.5,0.0,0.0,14.4,0,0
5y,Momentum,2022.07,10207.95,195.88,1.9188965463192906,10403.83,4,75.0,6.350450696531003,-0.89,0.0,0.0,195.88,0,0
5y,Momentum,2022.08,10403.83,164.37,1.579898941063051,10568.2,7,57.142857142857146,2.50384263494968,-2.0,0.0,0.0,164.37,0,0
5y,Momentum,2022.09,10568.2,-112.81,-1.0674476258965577,10455.39,3,0.0,0.0,-0.72,0.0,0.0,-112.81,0,0
5y,Momentum,2022.10,10455.39,-63.2,-0.6044729082320219,10392.19,4,25.0,0.4999604399082206,-0.95,-6.41,0.0,-63.2,0,0
5y,Momentum,2022.11,10392.19,133.03,1.2800959181847138,10525.22,2,100.0,,-0.5,-2.14,0.0,133.03,0,0
5y,Momentum,2022.12,10525.22,131.81,1.2523253670707122,10657.03,2,100.0,,-0.66,-3.21,0.0,131.81,0,0
5y,Momentum,2023.01,10657.03,162.87,1.528286961752008,10819.9,2,100.0,,-0.34,-3.2,0.0,162.87,0,0
5y,Momentum,2023.02,10819.9,-76.8,-0.7098032329319125,10743.1,2,0.0,0.0,-0.55,0.0,0.0,-76.8,0,0
5y,Momentum,2023.03,10743.1,-8.94,-0.08321620388900783,10734.16,3,33.333333333333336,0.8988229968311453,-0.5,-11.23,0.0,-8.94,0,0
5y,Momentum,2023.04,10734.16,-109.65,-1.0215051759988671,10624.51,3,0.0,0.0,-0.62,-4.81,0.0,-109.65,0,0
5y,Momentum,2023.05,10624.51,-106.84,-1.0055993170508568,10517.67,3,0.0,0.0,-0.61,0.0,0.0,-106.84,0,0
5y,Momentum,2023.06,10517.67,37.46,0.35616253409738086,10555.13,2,50.0,1.9587919119529051,-0.56,0.0,0.0,37.46,0,0
5y,Momentum,2023.07,10555.13,105.12,0.9959138352630428,10660.25,3,66.66666666666667,4.0241657077100115,-0.95,0.0,0.0,105.12,0,0
5y,Momentum,2023.08,10660.25,134.56,1.262259327876926,10794.81,5,60.0,2.8402625820568925,-1.56,-4.28,0.0,134.56,0,0
5y,Momentum,2023.09,10794.81,-39.37,-0.364712301559731,10755.44,4,25.0,0.6470640968175707,-1.39,-2.67,0.0,-39.37,0,0
5y,Momentum,2023.10,10755.44,286.69,2.6655348363246882,11042.13,4,100.0,,-1.22,-2.14,0.0,286.69,0,0
5y,Momentum,2023.11,11042.13,216.95,1.9647477434154463,11259.08,3,100.0,,-0.72,-7.48,0.0,216.95,0,0
5y,Momentum,2023.12,11259.08,7.06,0.06270494569716176,11266.14,3,33.333333333333336,1.0935843054082715,-0.77,-8.56,0.0,7.06,0,0
5y,Momentum,2024.01,11266.14,79.29,0.7037902955226902,11345.43,1,100.0,,-0.17,0.0,0.0,79.29,0,0
5y,Momentum,2024.02,11345.43,-3.86,-0.03402250950382665,11341.57,3,33.333333333333336,0.9496149327764,-1.0,-8.56,0.0,-3.86,0,0
5y,Momentum,2024.03,11341.57,-80.66,-0.7111890152774263,11260.91,2,0.0,0.0,-0.61,-2.14,0.0,-80.66,0,0
5y,Momentum,2024.04,11260.91,137.87,1.22432378910763,11398.78,3,66.66666666666667,4.614840062926062,-0.39,-3.74,0.0,137.87,0,0
5y,Momentum,2024.05,11398.78,-55.37,-0.485753738557986,11343.41,4,25.0,0.538005840634126,-0.5,-5.35,0.0,-55.37,0,0
5y,Momentum,2024.06,11343.41,-110.54,-0.9744865080253645,11232.87,3,0.0,0.0,-0.67,0.0,0.0,-110.54,0,0
5y,Momentum,2024.07,11232.87,83.08,0.7396150761114479,11315.95,4,50.0,2.1069953364423712,-0.89,-6.42,0.0,83.08,0,0
5y,Momentum,2024.08,11315.95,16.31,0.14413283904577168,11332.26,6,33.333333333333336,1.1091919394791458,-1.06,-4.27,0.0,16.31,0,0
5y,Momentum,2024.09,11332.26,155.61,1.3731594580427915,11487.87,7,57.142857142857146,2.0791262135922333,-1.4,-5.34,0.0,155.61,0,0
5y,Momentum,2024.10,11487.87,-51.33,-0.44681912312726385,11436.54,4,25.0,0.6172259507829978,-0.78,-10.69,0.0,-51.33,0,0
5y,Momentum,2024.11,11436.54,-212.48,-1.8579045760343602,11224.06,5,0.0,0.0,-0.84,0.0,0.0,-212.48,0,0
5y,Momentum,2024.12,11224.06,-87.3,-0.7777934187807264,11136.76,2,0.0,0.0,-0.34,0.0,0.0,-87.3,0,0
5y,Momentum,2025.01,11136.76,216.57,1.9446409907369828,11353.33,6,66.66666666666667,4.015875226291603,-1.02,-9.61,0.0,216.57,0,0
5y,Momentum,2025.02,11353.33,71.31,0.6280976594532177,11424.64,1,100.0,,-0.11,-1.07,0.0,71.31,0,0
5y,Momentum,2025.03,11424.64,-37.66,-0.32963839560808916,11386.98,1,0.0,0.0,-0.17,0.0,0.0,-37.66,0,0
5y,Momentum,2025.04,11386.98,-105.2,-0.9238621653853788,11281.78,2,0.0,0.0,-0.22,-1.07,0.0,-105.2,0,0
5y,Momentum,2025.05,11281.78,5.4,0.04786478729420358,11287.18,6,33.333333333333336,1.0255863539445629,-0.67,-3.2,0.0,5.4,0,0
5y,Momentum,2025.06,11287.18,-19.54,-0.17311675724140133,11267.64,4,25.0,0.8564079952968844,-0.44,-2.14,0.0,-19.54,0,0
5y,Momentum,2025.07,11267.64,-132.16,-1.1729164226049114,11135.48,3,0.0,0.0,-0.51,0.0,0.0,-132.16,0,0
5y,Momentum,2025.08,11135.48,36.01,0.32338076131428556,11171.49,2,50.0,1.8964401294498383,-0.44,0.0,0.0,36.01,0,0
5y,Momentum,2025.09,11171.49,76.44,0.6842417618419746,11247.93,1,100.0,,-0.11,0.0,0.0,76.44,0,0
5y,Momentum,2025.10,11247.93,375.88,3.341770441316758,11623.81,7,71.42857142857143,5.89809747198332,-0.52,-4.79,0.0,375.88,0,0
5y,Momentum,2025.11,11623.81,-36.85,-0.3170216994255757,11586.96,4,25.0,0.7232444611340593,-0.34,-1.07,0.0,-36.85,0,0
5y,Momentum,2025.12,11586.96,98.6,0.8509565925833871,11685.56,4,50.0,1.9539473684210527,-0.39,-10.67,0.0,98.6,0,0
5y,Momentum,2026.01,11685.56,-18.99,-0.16250825805524083,11666.57,4,25.0,0.8768083036003892,-0.29,-3.73,0.0,-18.99,0,0
5y,Momentum,2026.02,11666.57,100.53,0.861692854026505,11767.1,3,33.333333333333336,1.8112491930277599,-0.18,-1.6,0.0,100.53,0,0
5y,Momentum,2026.03,11767.1,-224.09,-1.9043774591870557,11543.01,5,20.0,0.38748120814541476,-0.3,0.0,0.0,-224.09,0,0
5y,Momentum,2026.04,11543.01,-117.19,-1.015246456513509,11425.82,1,0.0,0.0,-0.06,-12.75,0.0,-117.19,0,0
5y,Momentum,2026.05,11425.82,-130.83,-1.1450381679389317,11294.99,3,0.0,0.0,-0.18,-1.59,0.0,-130.83,0,0
5y,Momentum,2026.06,11294.99,86.65,0.7671542869891874,11381.64,3,66.66666666666667,2.294249439880508,-0.18,0.0,0.0,86.65,0,0
5y,Momentum,2026.07,11381.64,-119.17,-1.0470371580896956,11262.47,5,20.0,0.5042639044885395,-0.55,-1.07,0.0,-119.17,0,0
5y,Momentum,2026.08,11262.47,-60.15,-0.5340746745607314,11202.32,5,20.0,0.6729734137987278,-0.4,-4.8,0.0,-60.15,0,0
5y,Momentum,2026.09,11202.32,0,0.0,11202.32,0,0,,0,0,0,0,0,0
5y,Trend change,2021.09,10000,-115.89,-1.1589,9884.11,15,26.666666666666668,0.6921094580233793,-4.08,-8.02,0.0,0,-115.89,0
5y,Trend change,2021.10,9884.11,-172.45,-1.744719554921991,9711.66,10,20.0,0.4231862728701876,-2.39,-20.86,0.0,0,-172.45,0
5y,Trend change,2021.11,9711.66,66.77,0.6875240690057107,9778.43,10,40.0,1.3132535772929863,-2.38,-11.76,0.0,0,66.77,0
5y,Trend change,2021.12,9778.43,-3.58,-0.03661119423056666,9774.85,8,37.5,0.9816654716787874,-1.73,-26.71,0.0,0,-3.58,0
5y,Trend change,2022.01,9774.85,-117.17,-1.1986884709228274,9657.68,12,25.0,0.6282205863688286,-3.39,-17.12,0.0,0,-117.17,0
5y,Trend change,2022.02,9657.68,28.02,0.29013179148615403,9685.7,10,40.0,1.1306781083854118,-2.28,-12.82,0.0,0,28.02,0
5y,Trend change,2022.03,9685.7,225.05,2.3235285007794997,9910.75,6,66.66666666666667,4.324715615305068,-0.84,-21.93,0.0,0,225.05,0
5y,Trend change,2022.04,9910.75,-81.71,-0.8244582902403954,9829.04,8,25.0,0.6329619980235378,-1.46,-9.61,0.0,0,-81.71,0
5y,Trend change,2022.05,9829.04,108.79,1.106822232893548,9937.83,11,45.45454545454545,1.4841135635457459,-2.07,-22.99,0.0,0,108.79,0
5y,Trend change,2022.06,9937.83,87.33,0.8787632712574072,10025.16,9,44.44444444444444,1.4952364749914937,-1.67,-16.58,0.0,0,87.33,0
5y,Trend change,2022.07,10025.16,36.18,0.3608919957387213,10061.34,7,42.857142857142854,1.2079549373491205,-1.24,-21.89,0.0,0,36.18,0
5y,Trend change,2022.08,10061.34,110.87,1.1019406957721336,10172.21,11,45.45454545454545,1.5172140324687444,-3.0,-13.37,0.0,0,110.87,0
5y,Trend change,2022.09,10172.21,-233.86,-2.299008769972306,9938.35,12,16.666666666666668,0.3842872939813595,-2.66,-9.62,0.0,0,-233.86,0
5y,Trend change,2022.10,9938.35,-381.13,-3.834942420019419,9557.22,17,11.764705882352942,0.2714151899218138,-3.42,-24.03,0.0,0,-381.13,0
5y,Trend change,2022.11,9557.22,101.79,1.0650586676878837,9659.01,8,50.0,1.7455504284772576,-1.79,-13.88,0.0,0,101.79,0
5y,Trend change,2022.12,9659.01,154.2,1.5964369019185187,9813.21,9,55.55555555555556,2.1169056931768795,-1.89,-12.3,0.0,0,154.2,0
5y,Trend change,2023.01,9813.21,-18.61,-0.18964232906459752,9794.6,12,33.333333333333336,0.9340538625088591,-2.56,-4.81,0.0,0,-18.61,0
5y,Trend change,2023.02,9794.6,-26.58,-0.27137402242051734,9768.02,10,30.0,0.887829169480081,-1.96,-11.75,0.0,0,-26.58,0
5y,Trend change,2023.03,9768.02,281.92,2.886152976754756,10049.94,14,57.142857142857146,2.240135485857564,-3.17,-18.71,0.0,0,281.92,0
5y,Trend change,2023.04,10049.94,51.51,0.5125403733753632,10101.45,10,40.0,1.2286284953395472,-2.07,-9.09,0.0,0,51.51,0
5y,Trend change,2023.05,10101.45,-92.8,-0.9186799914863704,10008.65,14,28.571428571428573,0.745655868004166,-2.79,-9.08,0.0,0,-92.8,0
5y,Trend change,2023.06,10008.65,-39.06,-0.39026242300410124,9969.59,10,30.0,0.840772899596429,-2.17,-10.14,0.0,0,-39.06,0
5y,Trend change,2023.07,9969.59,13.97,0.1401261235416902,9983.56,17,35.294117647058826,1.0371671056482294,-4.77,-10.7,0.0,0,13.97,0
5y,Trend change,2023.08,9983.56,-157.85,-1.5810993272940708,9825.71,14,21.428571428571427,0.5648638218105635,-4.14,-4.28,0.0,0,-157.85,0
5y,Trend change,2023.09,9825.71,-158.19,-1.609959992712994,9667.52,11,18.181818181818183,0.4397974360790424,-3.2,-2.14,0.0,0,-158.19,0
5y,Trend change,2023.10,9667.52,-132.69,-1.372534010790771,9534.83,13,23.076923076923077,0.5855380290488833,-2.68,-4.8,0.0,0,-132.69,0
5y,Trend change,2023.11,9534.83,-92.69,-0.9721201112133091,9442.14,8,25.0,0.5655088360755637,-1.77,-9.08,0.0,0,-92.69,0
5y,Trend change,2023.12,9442.14,-192.54,-2.0391563776855666,9249.6,12,16.666666666666668,0.4261957979436745,-2.61,-8.55,0.0,0,-192.54,0
5y,Trend change,2024.01,9249.6,187.44,2.026466009340944,9437.04,12,50.0,1.9024989166546296,-2.61,-11.23,0.0,0,187.44,0
5y,Trend change,2024.02,9437.04,40.61,0.4303256105728066,9477.65,13,38.46153846153846,1.1560722521137587,-3.46,-14.96,0.0,0,40.61,0
5y,Trend change,2024.03,9477.65,-103.14,-1.0882444487821343,9374.51,9,22.22222222222222,0.5560242779045242,-1.95,-9.09,0.0,0,-103.14,0
5y,Trend change,2024.04,9374.51,-140.3,-1.4966115562306719,9234.21,10,20.0,0.500195931744505,-1.23,-7.49,0.0,0,-140.3,0
5y,Trend change,2024.05,9234.21,207.39,2.245887845305661,9441.6,11,54.54545454545455,2.172688719253605,-1.73,-12.83,0.0,0,207.39,0
5y,Trend change,2024.06,9441.6,-56.24,-0.5956617522453819,9385.36,13,30.76923076923077,0.8207375768973322,-2.19,-9.61,0.0,0,-56.24,0
5y,Trend change,2024.07,9385.36,414.43,4.41570701603348,9799.79,14,64.28571428571429,3.4295345292531367,-2.36,-11.21,0.0,0,414.43,0
5y,Trend change,2024.08,9799.79,-209.2,-2.13473962197149,9590.59,17,23.529411764705884,0.5696624359739164,-2.81,-7.48,0.0,0,-209.2,0
5y,Trend change,2024.09,9590.59,22.44,0.2339793485072346,9613.03,12,33.333333333333336,1.0814459930313591,-2.17,-7.48,0.0,0,22.44,0
5y,Trend change,2024.10,9613.03,-170.41,-1.7726980983103133,9442.62,17,23.529411764705884,0.6327054056384172,-2.96,-15.49,0.0,0,-170.41,0
5y,Trend change,2024.11,9442.62,88.71,0.9394638352491147,9531.33,12,41.666666666666664,1.3551809737347855,-1.73,-13.36,0.0,0,88.71,0
5y,Trend change,2024.12,9531.33,55.47,0.5819754430913627,9586.8,13,38.46153846153846,1.1987174894318264,-2.13,-2.67,0.0,0,55.47,0
5y,Trend change,2025.01,9586.8,194.51,2.0289356198105724,9781.31,10,50.0,2.22672805247225,-1.85,-10.16,0.0,0,194.51,0
5y,Trend change,2025.02,9781.31,-95.82,-0.9796233837798819,9685.49,11,27.272727272727273,0.6860007864726699,-1.39,-2.14,0.0,0,-95.82,0
5y,Trend change,2025.03,9685.49,-135.85,-1.4026136003444323,9549.64,10,20.0,0.5430234122712595,-1.46,-2.14,0.0,0,-135.85,0
5y,Trend change,2025.04,9549.64,-73.29,-0.7674634855345331,9476.35,14,28.571428571428573,0.8184902669770668,-1.24,-1.06,0.0,0,-73.29,0
5y,Trend change,2025.05,9476.35,-104.89,-1.106860763901713,9371.46,19,31.57894736842105,0.8195658157297185,-1.69,-4.79,0.0,0,-104.89,0
5y,Trend change,2025.06,9371.46,20.45,0.218215731593583,9391.91,12,33.333333333333336,1.0602179034157833,-1.32,-5.35,0.0,0,20.45,0
5y,Trend change,2025.07,9391.91,19.37,0.20624132897355268,9411.28,11,36.36363636363637,1.075100806451613,-1.27,-7.49,0.0,0,19.37,0
5y,Trend change,2025.08,9411.28,66.69,0.708617743813806,9477.97,16,37.5,1.193556813234654,-2.35,-16.57,0.0,0,66.69,0
5y,Trend change,2025.09,9477.97,-187.12,-1.9742624211724653,9290.85,8,12.5,0.3610380740993683,-0.89,-1.07,0.0,0,-187.12,0
5y,Trend change,2025.10,9290.85,152.08,1.636879295220566,9442.93,10,50.0,1.572611920629542,-0.6,-4.78,0.0,0,152.08,0
5y,Trend change,2025.11,9442.93,-95.37,-1.0099619503692177,9347.56,8,25.0,0.6675149909357132,-0.63,-10.66,0.0,0,-95.37,0
5y,Trend change,2025.12,9347.56,-56.68,-0.6063614461955845,9290.88,7,28.571428571428573,0.711874745831639,-0.52,-4.79,0.0,0,-56.68,0
5y,Trend change,2026.01,9290.88,-238.31,-2.5649884618034022,9052.57,8,25.0,0.4395738776662042,-0.48,-1.59,0.0,0,-238.31,0
5y,Trend change,2026.02,9052.57,337.96,3.733304464919905,9390.53,1,100.0,,-0.06,-10.63,0.0,0,337.96,0
5y,Trend change,2026.03,9390.53,-99.09,-1.0552120061380985,9291.44,8,25.0,0.7176440417165327,-0.48,-5.85,0.0,0,-99.09,0
5y,Trend change,2026.04,9291.44,-58.99,-0.6348854429453344,9232.45,15,20.0,0.8943948155176427,-0.95,-6.37,0.0,0,-58.99,0
5y,Trend change,2026.05,9232.45,-238.26,-2.580680101164912,8994.19,11,18.181818181818183,0.3898279041180086,-0.66,-6.9,0.0,0,-238.26,0
5y,Trend change,2026.06,8994.19,64.53,0.7174631623303487,9058.72,13,38.46153846153846,1.191876542475692,-0.83,-2.65,0.0,0,64.53,0
5y,Trend change,2026.07,9058.72,-3.76,-0.0415069678718406,9054.96,12,33.333333333333336,0.9875166002656043,-0.82,-3.73,0.0,0,-3.76,0
5y,Trend change,2026.08,9054.96,228.03,2.5182883193299577,9282.99,9,55.55555555555556,2.6796552740129638,-0.54,-0.53,0.0,0,228.03,0
5y,Trend change,2026.09,9282.99,48.41,0.5214914591096186,9331.4,2,50.0,2.217861635220126,-0.12,-1.6,0.0,0,48.41,0
5y,Breakout,2021.09,10000,316.17,3.1617,10316.17,15,53.333333333333336,2.2790565961406206,-3.66,-5.88,0.0,0,0,316.17
5y,Breakout,2021.10,10316.17,-338.64,-3.2826136056307718,9977.53,18,16.666666666666668,0.3731210662717512,-4.78,-19.76,0.0,0,0,-338.64
5y,Breakout,2021.11,9977.53,47.49,0.4759695034743067,10025.02,19,36.8421052631579,1.105987903675765,-4.38,-9.62,0.0,0,0,47.49
5y,Breakout,2021.12,10025.02,-103.5,-1.0324168929338793,9921.52,16,31.25,0.7479666877709052,-4.41,-34.19,0.0,0,0,-103.5
5y,Breakout,2022.01,9921.52,8.9,0.08970399696820648,9930.42,14,35.714285714285715,1.027624309392265,-3.77,-23.0,0.0,0,0,8.9
5y,Breakout,2022.02,9930.42,95.02,0.9568578166885187,10025.44,17,41.1764705882353,1.266970105641717,-4.11,-33.15,0.0,0,0,95.02
5y,Breakout,2022.03,10025.44,-31.63,-0.31549737467881706,9993.81,15,33.333333333333336,0.9178910752297389,-2.24,-18.18,0.0,0,0,-31.63
5y,Breakout,2022.04,9993.81,-53.96,-0.5399342192817354,9939.85,13,30.76923076923077,0.843471702491805,-2.56,-12.29,0.0,0,0,-53.96
5y,Breakout,2022.05,9939.85,48.23,0.4852185898177537,9988.08,17,35.294117647058826,1.122707034728406,-3.3,-20.3,0.0,0,0,48.23
5y,Breakout,2022.06,9988.08,-344.01,-3.444205492947593,9644.07,12,8.333333333333334,0.16048026941943044,-2.72,-14.96,0.0,0,0,-344.01
5y,Breakout,2022.07,9644.07,253.72,2.63083946922824,9897.79,13,53.84615384615385,2.1363310641347186,-3.01,-9.62,0.0,0,0,253.72
5y,Breakout,2022.08,9897.79,172.07,1.738468890530108,10069.86,15,46.666666666666664,1.614909051924383,-3.65,-12.84,0.0,0,0,172.07
5y,Breakout,2022.09,10069.86,-180.59,-1.7933715066545115,9889.27,13,23.076923076923077,0.5031775289554046,-2.74,-5.34,0.0,0,0,-180.59
5y,Breakout,2022.10,9889.27,258.87,2.617685633014368,10148.14,13,53.84615384615385,2.198028507960015,-2.63,-20.82,0.0,0,0,258.87
5y,Breakout,2022.11,10148.14,143.42,1.4132639084600722,10291.56,10,50.0,1.7670339073697718,-2.18,-21.89,0.0,0,0,143.42
5y,Breakout,2022.12,10291.56,-211.73,-2.057316869357026,10079.83,15,20.0,0.4936990363232024,-3.29,-8.55,0.0,0,0,-211.73
5y,Breakout,2023.01,10079.83,-160.24,-1.5897093502568989,9919.59,16,25.0,0.6344973882895005,-3.45,-22.95,0.0,0,0,-160.24
5y,Breakout,2023.02,9919.59,-131.8,-1.3286839476228351,9787.79,7,14.285714285714286,0.34606797320764077,-1.46,-4.81,0.0,0,0,-131.8
5y,Breakout,2023.03,9787.79,73.55,0.7514464450095474,9861.34,18,38.888888888888886,1.1783549153693196,-3.52,-27.26,0.0,0,0,73.55
5y,Breakout,2023.04,9861.34,-360.01,-3.650720895943147,9501.33,19,15.789473684210526,0.35868248539261793,-3.53,-11.21,0.0,0,0,-360.01
5y,Breakout,2023.05,9501.33,-113.28,-1.1922541370523914,9388.05,21,28.571428571428573,0.7733856125470112,-4.18,-16.03,0.0,0,0,-113.28
5y,Breakout,2023.06,9388.05,-249.94,-2.6623207162296745,9138.11,16,18.75,0.43367924955816384,-3.51,-10.68,0.0,0,0,-249.94
5y,Breakout,2023.07,9138.11,-218.82,-2.394587064502397,8919.29,16,18.75,0.4496755696393542,-3.78,-3.74,0.0,0,0,-218.82
