tag,stage,config_id,window,model,delay_ms,trades,return_pct,net_pf,net_win_rate,dd_pct,commission,swap,score
exits-e7a872647976-20210905-20240905-m1-d1,exits,e7a872647976,"['2021.09.05', '2024.09.05']",1,1,39,3.3737999999999997,1.1857553433979715,56.41025641025641,5.47,-155.05,0.0,-4.099644197252895
exits-5a1c0c109414-20210905-20240905-m1-d1,exits,5a1c0c109414,"['2021.09.05', '2024.09.05']",1,1,39,7.4983,1.2927856869528547,41.02564102564103,7.71,-146.05,0.0,-4.1322205657782725
exits-708e33ca6033-20210905-20240905-m1-d1,exits,708e33ca6033,"['2021.09.05', '2024.09.05']",1,1,39,7.262499999999999,1.2819534276995705,41.02564102564103,7.85,-161.08,0.0,-4.53887425022107
exits-685a867f2714-20210905-20240905-m1-d1,exits,685a867f2714,"['2021.09.05', '2024.09.05']",1,1,34,3.5311000000000003,1.1863967483108109,47.05882352941177,5.31,-82.73,-135.87,-4.875248724140012
exits-d5762a46270d-20210905-20240905-m1-d1,exits,d5762a46270d,"['2021.09.05', '2024.09.05']",1,1,34,3.5439,1.1880911184943794,47.05882352941177,5.36,-86.75,-140.15,-4.898034073285678
exits-81e819ecf971-20210905-20240905-m1-d1,exits,81e819ecf971,"['2021.09.05', '2024.09.05']",1,1,39,7.0854,1.2371634377217529,30.76923076923077,8.57,-144.97,0.0,-6.3132217761870875
exits-7c26040f088b-20210905-20240905-m1-d1,exits,7c26040f088b,"['2021.09.05', '2024.09.05']",1,1,39,7.0842,1.2367682250237297,30.76923076923077,8.68,-159.53,0.0,-6.453353318998727
exits-27fd663467ab-20210905-20240905-m1-d1,exits,27fd663467ab,"['2021.09.05', '2024.09.05']",1,1,34,0.8248,1.0603237060170119,58.8235294117647,4.19,-76.42,-99.49,-6.664667886525384
exits-631a1a04b4ad-20210905-20240905-m1-d1,exits,631a1a04b4ad,"['2021.09.05', '2024.09.05']",1,1,39,6.9063,1.2302867622540847,30.76923076923077,8.77,-171.39,0.0,-6.714061943615481
exits-7626b420b009-20210905-20240905-m1-d1,exits,7626b420b009,"['2021.09.05', '2024.09.05']",1,1,62,4.947799999999999,1.1174908933753163,38.70967741935484,8.41,-137.52,-329.49,-6.721116540811993
exits-f4e505388c73-20210905-20240905-m1-d1,exits,f4e505388c73,"['2021.09.05', '2024.09.05']",1,1,39,1.4343,1.0746366517320511,53.84615384615385,5.46,-140.43,0.0,-6.780318848587338
exits-e765d4a8a1e0-20210905-20240905-m1-d1,exits,e765d4a8a1e0,"['2021.09.05', '2024.09.05']",1,1,34,4.5294,1.2140801134349521,41.1764705882353,7.7,-83.21,-230.01,-7.046804956067467
exits-7f60e718ef59-20210905-20240905-m1-d1,exits,7f60e718ef59,"['2021.09.05', '2024.09.05']",1,1,39,1.5218,1.064984755186226,43.58974358974359,5.53,-164.97,0.0,-7.079371883004847
exits-f092dbe82bef-20210905-20240905-m1-d1,exits,f092dbe82bef,"['2021.09.05', '2024.09.05']",1,1,34,4.5015,1.2129506544867945,41.1764705882353,7.73,-87.43,-240.17,-7.109421285513882
exits-5e99103ed7ec-20210905-20240905-m1-d1,exits,5e99103ed7ec,"['2021.09.05', '2024.09.05']",1,1,39,1.0946,1.0576530074791952,53.84615384615385,5.54,-163.89,0.0,-7.3153402651100805
exits-be97935c4f67-20210905-20240905-m1-d1,exits,be97935c4f67,"['2021.09.05', '2024.09.05']",1,1,34,0.6144000000000001,1.044551763144728,58.8235294117647,4.49,-86.0,-108.05,-7.424575534795021
exits-49e6282c78fd-20210905-20240905-m1-d1,exits,49e6282c78fd,"['2021.09.05', '2024.09.05']",1,1,39,3.9388,1.15050131442196,38.46153846153846,7.97,-168.67,0.0,-7.786399675712042
exits-7e9b8a682a9a-20210905-20240905-m1-d1,exits,7e9b8a682a9a,"['2021.09.05', '2024.09.05']",1,1,39,1.8407,1.0775724014699435,43.58974358974359,7.71,-142.32,0.0,-9.363347633050576
exits-ec01e5bc65a9-20210905-20240905-m1-d1,exits,ec01e5bc65a9,"['2021.09.05', '2024.09.05']",1,1,34,1.0402,1.052320785465666,44.11764705882353,6.49,-76.85,-125.7,-9.588226075401344
exits-d9d863457f47-20210905-20240905-m1-d1,exits,d9d863457f47,"['2021.09.05', '2024.09.05']",1,1,39,1.5941999999999998,1.066984319064186,43.58974358974359,7.84,-156.5,0.0,-9.795789101827797
exits-75d7b08a8d4a-20210905-20240905-m1-d1,exits,75d7b08a8d4a,"['2021.09.05', '2024.09.05']",1,1,34,6.698600000000001,1.2681306189107617,32.35294117647059,12.88,-80.56,-221.44,-11.913571438275923
exits-8d7172d173b3-20210905-20240905-m1-d1,exits,8d7172d173b3,"['2021.09.05', '2024.09.05']",1,1,39,-2.0428,0.884238323529745,56.41025641025641,5.46,-137.47,0.0,-12.072852398151568
exits-456f49d8ce6b-20210905-20240905-m1-d1,exits,456f49d8ce6b,"['2021.09.05', '2024.09.05']",1,1,34,6.6053,1.2631971119363734,32.35294117647059,13.04,-86.39,-235.89,-12.21421655877031
exits-fc7b64f645d3-20210905-20240905-m1-d1,exits,fc7b64f645d3,"['2021.09.05', '2024.09.05']",1,1,39,-2.1707,0.8772797684331928,56.41025641025641,5.53,-151.31,0.0,-12.369717282160224
exits-c18d8f26eb3d-20210905-20240905-m1-d1,exits,c18d8f26eb3d,"['2021.09.05', '2024.09.05']",1,1,34,6.3055,1.2514565778297089,32.35294117647059,13.12,-90.51,-246.06,-12.579636620328586
exits-32c3d2abc3a9-20210905-20240905-m1-d1,exits,32c3d2abc3a9,"['2021.09.05', '2024.09.05']",1,1,34,1.7333,1.078818607612205,38.23529411764706,10.25,-77.38,-211.82,-13.395339985745654
exits-dfd35b740366-20210905-20240905-m1-d1,exits,dfd35b740366,"['2021.09.05', '2024.09.05']",1,1,62,4.4771,1.091270294292727,29.032258064516128,13.86,-138.72,-346.07,-13.911187367780979
exits-a67804dcc714-20210905-20240905-m1-d1,exits,a67804dcc714,"['2021.09.05', '2024.09.05']",1,1,62,4.31,1.0876598877709371,29.032258064516128,14.23,-148.56,-342.34,-14.45808758971279
exits-329ee1438a88-20210905-20240905-m1-d1,exits,329ee1438a88,"['2021.09.05', '2024.09.05']",1,1,62,4.1897,1.085316038120062,29.032258064516128,14.29,-155.31,-357.32,-14.598455401196222
exits-e49db06f706f-20210905-20240905-m1-d1,exits,e49db06f706f,"['2021.09.05', '2024.09.05']",1,1,39,-4.0401,0.7814756519058205,53.84615384615385,5.87,-160.02,0.0,-15.893094129917799
confirm-validation-bb6dafab3f4f-20240905-20250905-m4-d1,confirm-validation,bb6dafab3f4f,"['2024.09.05', '2025.09.05']",4,1,23,2.6264999999999996,1.2660016204172575,56.52173913043478,4.39,-32.24,-25.68,-4.456229908209859
confirm-validation-1820fc00f052-20240905-20250905-m4-d1,confirm-validation,1820fc00f052,"['2024.09.05', '2025.09.05']",4,1,21,2.1461,1.2262649052704824,57.142857142857146,4.28,-28.6,-48.68,-5.57914582529815
confirm-validation-773045990506-20240905-20250905-m4-d1,confirm-validation,773045990506,"['2024.09.05', '2025.09.05']",4,1,23,2.3469,1.2244698860864824,56.52173913043478,5.01,-32.02,-46.54,-6.067671892918889
confirm-validation-39b5d6dae5b5-20240905-20250905-m4-d1,confirm-validation,39b5d6dae5b5,"['2024.09.05', '2025.09.05']",4,1,23,2.0117,1.1898457037701127,56.52173913043478,5.3,-34.26,-49.22,-7.173005049515529
confirm-validation-0f122306295f-20240905-20250905-m4-d1,confirm-validation,0f122306295f,"['2024.09.05', '2025.09.05']",4,1,11,0.7048000000000001,1.1322400885603316,54.54545454545455,4.21,-13.12,-23.0,-9989
confirm-train-1820fc00f052-20210905-20240905-m4-d1,confirm-train,1820fc00f052,"['2021.09.05', '2024.09.05']",4,1,60,18.168,1.824892053013208,65.0,3.92,-146.23,-132.12,12.514180906280576
confirm-train-0f122306295f-20210905-20240905-m4-d1,confirm-train,0f122306295f,"['2021.09.05', '2024.09.05']",4,1,38,10.8824,1.7655413533305664,65.78947368421052,2.63,-67.62,-31.56,9.961321978140523
confirm-train-39b5d6dae5b5-20210905-20240905-m4-d1,confirm-train,39b5d6dae5b5,"['2021.09.05', '2024.09.05']",4,1,62,15.7027,1.6460182088213635,62.903225806451616,3.92,-148.71,-132.12,9.639303116527586
confirm-train-773045990506-20210905-20240905-m4-d1,confirm-train,773045990506,"['2021.09.05', '2024.09.05']",4,1,62,15.3805,1.6312953036111544,64.51612903225806,4.01,-139.0,-178.66,9.26801910079749
confirm-train-bb6dafab3f4f-20210905-20240905-m4-d1,confirm-train,bb6dafab3f4f,"['2021.09.05', '2024.09.05']",4,1,62,14.4649,1.6053095197244807,62.903225806451616,3.89,-139.34,-124.1,8.900702629242843
