number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,gross_profit,commission,swap,total_costs,net_profit,result,source,entry_comment,exit_comment,holding_minutes,initial_stop,initial_target,planned_risk_cash,equity_at_signal,entry_spread_cost,equity_after_entry,planned_risk_pct,initial_fill_risk_usd,net_R_on_initial_fill_risk
75,XAU D14 break/retest research,XAUUSD,Long,0.26,2025-02-13T17:50:00,2025-02-13T18:42:15,2918.813,2914.248,-118.69,-1.43,0.0,-1.43,-120.12,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 2914.261,52.25,2914.261,2923.365,118.352,11460.01,2.91,11455.67,1.0327390639275185,118.3520000000035,-1.0149384885764199
76,XAU D14 break/retest research,XAUUSD,Long,0.12,2025-02-19T09:20:00,2025-02-19T11:57:40,2945.879,2935.932,-119.37,-0.66,0.0,-0.66,-120.03,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 2935.946,157.66666666666666,2935.946,2955.812,119.19599999999998,11339.89,1.35,11337.88,1.0511213071731735,119.19599999999991,-1.006996879089903
77,XAU D14 break/retest research,XAUUSD,Long,0.19,2025-03-14T12:20:00,2025-03-14T13:00:37,2998.763,2992.724,-114.74,-1.05,0.0,-1.05,-115.79,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 2992.727,40.61666666666667,2992.727,3004.799,114.68400000000001,11219.86,2.13,11216.68,1.0221517915553315,114.6840000000011,-1.009643891039717
78,XAU D14 break/retest research,XAUUSD,Long,0.2,2025-03-17T17:30:00,2025-03-17T23:30:00,2998.284,3001.501,64.34,-1.1,0.0,-1.1,63.24,Win,Native MT5 deals,D14H1M5_RESEARCH,,360.0,2992.655,3003.913,112.58,11104.07,2.24,11100.73,1.013862484656527,112.57999999999811,0.5617338781311162
79,XAU D14 break/retest research,XAUUSD,Long,0.28,2025-03-19T05:15:00,2025-03-19T05:37:42,3038.599,3042.641,113.18,-1.54,0.0,-1.54,111.64,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 3042.631,22.7,3034.567,3042.631,112.896,11167.31,3.13,11162.64,1.0109507123917936,112.89600000000429,0.9888747165532504
80,XAU D14 break/retest research,XAUUSD,Long,0.47,2025-03-25T05:05:00,2025-03-25T05:23:39,3017.384,3019.835,115.2,-2.59,0.0,-2.59,112.61,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 3019.829,18.65,3014.939,3019.829,114.91499999999999,11278.95,5.27,11271.09,1.018844839280252,114.9150000000077,0.979941696036135
81,XAU D14 break/retest research,XAUUSD,Long,0.22,2025-04-21T08:25:00,2025-04-21T08:49:04,3388.342,3393.757,119.13,-1.21,0.0,-1.21,117.92,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 3393.737,24.066666666666666,3382.947,3393.737,118.69,11391.56,2.46,11387.89,1.041911731141301,118.6899999999996,0.9935125115848041
82,XAU D14 break/retest research,XAUUSD,Long,0.08,2025-04-22T05:45:00,2025-04-22T07:05:27,3488.261,3472.448,-126.51,-0.44,0.0,-0.44,-126.95,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 3472.451,80.45,3472.451,3504.071,126.48,11509.48,0.89,11508.15,1.0989201944831566,126.47999999999956,-1.0037160025300478
83,XAU D14 break/retest research,XAUUSD,Long,0.19,2025-05-29T10:05:00,2025-05-29T10:16:40,3285.393,3291.723,120.27,-1.05,0.0,-1.05,119.22,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 3291.692,11.666666666666666,3279.094,3291.692,119.681,11382.53,2.13,11379.35,1.0514446261068497,119.68099999999959,0.9961480936823758
84,XAU D14 break/retest research,XAUUSD,Long,0.17,2025-06-11T20:30:00,2025-06-11T22:09:35,3352.919,3359.862,118.03,-0.94,0.0,-0.94,117.09,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 3359.855,99.58333333333333,3345.983,3359.855,117.912,11501.75,1.9,11498.91,1.025165735648923,117.91199999999482,0.9930286993690646
85,XAU D14 break/retest research,XAUUSD,Long,0.14,2025-08-29T15:00:00,2025-08-29T16:58:39,3440.956,3449.36,117.66,-0.77,0.0,-0.77,116.89,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 3449.358,118.65,3432.554,3449.358,117.62800000000001,11618.84,0.51,11617.56,1.0123902213990381,117.62800000000063,0.9937259836093394
86,XAU D14 break/retest research,XAUUSD,Long,0.4,2025-09-05T05:05:00,2025-09-05T05:23:28,3559.968,3556.978,-119.6,-2.2,0.0,-2.2,-121.8,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 3557.009,18.466666666666665,3557.009,3562.927,118.36,11735.73,1.48,11732.05,1.0085439934286151,118.3599999999933,-1.029063872930102
87,XAU D14 break/retest research,XAUUSD,Long,0.21,2025-09-12T10:05:00,2025-09-12T12:27:27,3647.436,3641.884,-116.6,-1.16,0.0,-1.16,-117.76,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 3641.888,142.45,3641.888,3652.984,116.50799999999998,11613.93,0.78,11611.99,1.0031746359759355,116.50800000000481,-1.0107460431901254
88,XAU D14 break/retest research,XAUUSD,Long,0.37,2025-09-15T11:45:00,2025-09-15T11:51:41,3646.531,3643.339,-118.11,-2.04,0.0,-2.04,-120.15,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 3643.355,6.683333333333334,3643.355,3649.707,117.512,11496.17,1.37,11492.76,1.0221839099456602,117.51199999999744,-1.0224487711893477
89,XAU D14 break/retest research,XAUUSD,Long,0.13,2025-09-29T15:05:00,2025-09-29T15:34:40,3831.312,3822.04,-120.54,-0.72,0.0,-0.72,-121.26,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 3822.057,29.666666666666668,3822.057,3840.567,120.315,11376.02,0.48,11374.82,1.0576194486296613,120.31500000000142,-1.0078543822465909
90,XAU D14 break/retest research,XAUUSD,Long,0.22,2025-10-07T09:10:00,2025-10-07T09:17:30,3954.835,3960.154,117.02,-1.21,0.0,-1.21,115.81,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 3960.124,7.5,3949.546,3960.124,116.35799999999999,11254.76,0.81,11252.74,1.033855897415849,116.35800000000472,0.9952903968785585
91,XAU D14 break/retest research,XAUUSD,Long,0.11,2025-10-10T18:10:00,2025-10-10T18:22:37,3993.226,4004.073,119.31,-0.61,0.0,-0.61,118.7,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4004.049,12.616666666666667,3982.403,4004.049,119.053,11370.57,0.41,11369.55,1.0470275456727323,119.05300000000352,0.9970349340209528
92,XAU D14 break/retest research,XAUUSD,Long,0.08,2025-10-15T01:05:00,2025-10-15T03:50:38,4174.024,4190.161,129.1,-0.44,0.0,-0.44,128.66,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4190.161,165.63333333333333,4157.887,4190.161,129.096,11489.27,0.29,11488.54,1.123622301503925,129.096000000005,0.9966226684017708
93,XAU D14 break/retest research,XAUUSD,Long,0.21,2025-10-15T19:00:00,2025-10-15T19:17:26,4200.659,4206.351,119.53,-1.16,0.0,-1.16,118.37,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4206.345,17.433333333333334,4194.973,4206.345,119.406,11617.93,0.78,11615.99,1.0277734501757199,119.40599999999358,0.9913237190761467
94,XAU D14 break/retest research,XAUUSD,Long,0.07,2025-10-16T14:10:00,2025-10-16T16:13:41,4260.867,4279.971,133.73,-0.39,0.0,-0.39,133.34,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4279.960,123.68333333333334,4241.774,4279.96,133.651,11736.3,0.26,11735.65,1.138783091775091,133.65099999999893,0.9976730439727429
95,XAU D14 break/retest research,XAUUSD,Long,0.07,2025-10-20T03:55:00,2025-10-20T05:23:14,4264.404,4247.428,-118.83,-0.39,0.0,-0.39,-119.22,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 4247.437,88.23333333333333,4247.437,4281.371,118.76900000000002,11869.64,0.26,11868.99,1.0006116444980642,118.76900000000389,-1.0037972871708618
96,XAU D14 break/retest research,XAUUSD,Long,0.06,2025-10-23T12:35:00,2025-10-23T13:18:31,4118.759,4138.935,121.06,-0.33,0.0,-0.33,120.73,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4138.928,43.516666666666666,4098.59,4138.928,121.014,11750.42,0.22,11749.87,1.0298695706196033,121.01399999999921,0.9976531640967226
97,XAU D14 break/retest research,XAUUSD,Long,0.11,2025-11-19T09:15:00,2025-11-19T09:46:28,4090.085,4100.982,119.86,-0.61,0.0,-0.61,119.25,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4100.979,31.466666666666665,4079.191,4100.979,119.83400000000002,11871.15,0.41,11870.13,1.0094556972155184,119.83400000000256,0.9951265917852817
98,XAU D14 break/retest research,XAUUSD,Long,0.1,2025-11-21T16:35:00,2025-11-21T16:50:21,4073.845,4086.2,123.55,-0.55,0.0,-0.55,123.0,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4086.192,15.35,4061.498,4086.192,123.47000000000001,11990.4,0.37,11989.48,1.0297404590338939,123.46999999999753,0.9961934073054383
99,XAU D14 break/retest research,XAUUSD,Long,0.2,2025-12-01T04:35:00,2025-12-01T05:12:31,4241.898,4235.676,-124.44,-1.1,0.0,-1.1,-125.54,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 4235.695,37.516666666666666,4235.695,4248.101,124.06,12113.4,3.14,12109.16,1.0241550679412883,124.06000000000859,-1.0119297114298833
100,XAU D14 break/retest research,XAUUSD,Long,0.08,2025-12-09T16:00:00,2025-12-09T23:00:00,4212.645,4208.29,-34.84,-0.44,0.0,-0.44,-35.28,Loss,Native MT5 deals,D14H1M5_RESEARCH,,420.0,4197.321,4227.969,122.59200000000001,11987.86,0.3,11987.12,1.0226345653018971,122.59200000000419,-0.2877838684416503
101,XAU D14 break/retest research,XAUUSD,Long,0.14,2025-12-17T05:45:00,2025-12-17T06:31:36,4338.399,4329.595,-123.26,-0.77,0.0,-0.77,-124.03,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 4329.632,46.6,4329.632,4347.166,122.73800000000001,11952.58,0.52,11951.29,1.0268745325277053,122.7380000000103,-1.0105264873143573
102,XAU D14 break/retest research,XAUUSD,Long,0.27,2025-12-18T11:10:00,2025-12-18T12:04:29,4327.993,4323.505,-121.17,-1.49,0.0,-1.49,-122.66,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 4323.540,54.483333333333334,4323.54,4332.446,120.23100000000001,11828.55,1.0,11826.06,1.0164474935643,120.2310000000116,-1.020202776322148
103,XAU D14 break/retest research,XAUUSD,Long,0.12,2025-12-26T19:15:00,2025-12-26T19:35:26,4534.071,4523.581,-125.88,-0.66,0.0,-0.66,-126.54,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 4523.591,20.433333333333334,4523.591,4544.551,125.75999999999999,11705.89,3.85,11701.38,1.0743309564672143,125.75999999999476,-1.0062022900763778
104,XAU D14 break/retest research,XAUUSD,Long,0.06,2026-02-19T15:30:00,2026-02-19T16:27:53,5016.282,4993.613,-136.01,-0.33,0.0,-0.33,-136.34,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 4993.718,57.88333333333333,4993.718,5038.846,135.38400000000001,11579.35,0.22,11578.8,1.1691847988013144,135.38400000000183,-1.0070613957336034
105,XAU D14 break/retest research,XAUUSD,Long,0.09,2026-03-03T03:00:00,2026-03-03T05:30:26,5367.37,5353.101,-128.42,-0.5,0.0,-0.5,-128.92,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 5353.103,150.43333333333334,5353.103,5381.637,128.403,11443.01,1.03,11441.48,1.1221086060398444,128.40299999999843,-1.0040263856763594
106,XAU D14 break/retest research,XAUUSD,Long,0.1,2026-04-09T11:40:00,2026-04-09T12:20:12,4748.867,4737.249,-116.18,-0.55,0.0,-0.55,-116.73,Loss,Native MT5 deals,D14H1M5_RESEARCH,sl 4737.362,40.2,4737.362,4760.372,115.05000000000001,11314.09,0.71,11312.83,1.0168736504659237,115.05000000000109,-1.014602346805727
107,XAU D14 break/retest research,XAUUSD,Long,0.1,2026-04-13T19:25:00,2026-04-13T22:45:16,4741.279,4752.986,117.07,-0.55,0.0,-0.55,116.52,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4752.978,200.26666666666668,4729.58,4752.978,116.99000000000001,11197.36,0.71,11196.1,1.0447998456779097,116.99000000000524,0.9959825626121445
108,XAU D14 break/retest research,XAUUSD,Long,0.13,2026-04-20T18:10:00,2026-04-20T22:00:30,4813.943,4827.632,177.96,-0.72,0.0,-0.72,177.24,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4823.041,230.5,4804.845,4823.041,118.274,11313.88,0.92,11312.24,1.0453884962541586,118.27399999999943,1.4985542046434623
109,XAU D14 break/retest research,XAUUSD,Long,0.05,2026-04-24T14:10:00,2026-04-24T20:10:00,4728.356,4709.364,-94.96,-0.28,0.0,-0.28,-95.24,Loss,Native MT5 deals,D14H1M5_RESEARCH,,360.0,4702.713,4753.999,128.215,11491.12,0.28,11490.56,1.1157746155292085,128.21500000000015,-0.742814803260148
110,XAU D14 break/retest research,XAUUSD,Long,0.12,2026-05-18T22:05:00,2026-05-18T23:03:19,4570.71,4580.535,117.9,-0.66,0.0,-0.66,117.24,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4580.492,58.31666666666667,4560.928,4580.492,117.384,11395.88,1.42,11393.8,1.0300564765511746,117.38400000000183,0.9987732570026423
111,XAU D14 break/retest research,XAUUSD,Long,0.08,2026-07-30T10:20:00,2026-07-30T13:37:45,4075.884,4090.971,120.7,-0.44,0.0,-0.44,120.26,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4090.971,197.75,4060.797,4090.971,120.69600000000001,11513.12,0.32,11512.36,1.04833442194644,120.69599999999991,0.9963876184794864
112,XAU D14 break/retest research,XAUUSD,Long,0.14,2026-08-07T08:00:00,2026-08-07T08:13:12,4290.271,4298.892,120.7,-0.77,0.0,-0.77,119.93,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4298.791,13.2,4281.751,4298.791,119.28000000000002,11633.38,0.56,11632.05,1.0253253998408032,119.2799999999934,1.0054493628437848
113,XAU D14 break/retest research,XAUUSD,Long,0.14,2026-08-11T10:25:00,2026-08-11T11:01:09,4377.567,4386.108,119.57,-0.77,0.0,-0.77,118.8,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4386.090,36.15,4369.044,4386.09,119.322,11753.31,0.7,11751.84,1.0152203932339061,119.32200000000195,0.9956252828480754
114,XAU D14 break/retest research,XAUUSD,Long,0.17,2026-08-17T06:30:00,2026-08-17T07:30:07,4398.729,4405.928,122.39,-0.94,0.0,-0.94,121.45,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4405.905,60.11666666666667,4391.553,4405.905,121.99200000000002,11872.11,0.85,11870.32,1.0275511261266954,121.99200000000657,0.9955570857104848
115,XAU D14 break/retest research,XAUUSD,Long,0.08,2026-08-23T23:55:00,2026-08-24T00:07:54,4622.446,4638.454,128.06,-0.44,0.0,-0.44,127.62,Win,Native MT5 deals,D14H1M5_RESEARCH,tp 4638.279,12.9,4606.613,4638.279,126.664,11993.56,0.4,11992.72,1.0561001070574543,126.66399999999703,1.0075475273163883
