policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,opened_dt,closed_dt,day,q_score,q_rr,q_tf,q_range
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-10 05:15:00,2026-06-10 09:00:00,BUY,0.70172,0.70079,6.0,0.70079,loss,-1.0,96,0.000516,0.4062,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-10 05:15:00,2026-06-10 09:00:00,2026-06-10,96.0,6.0,20,0.0
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-10 23:15:00,2026-06-10 23:45:00,BUY,0.57894,0.57857,3.0,0.57931,trail_stop,1.0,100,0.000416,0.5312,0.89,structure,static,ORB 15m breakout,2026-06-10 23:15:00,2026-06-10 23:45:00,2026-06-10,100.0,3.0,20,95.6
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-11 04:30:00,2026-06-11 08:00:00,BUY,0.70082,0.69963,6.0,0.69963,loss,-1.0,96,0.000709,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-11 04:30:00,2026-06-11 08:00:00,2026-06-11,96.0,6.0,30,0.0
fixed_current,Sniper,BTCUSD,H4,2026-06,2026-06-11 16:00:00,2026-06-17 19:35:00,BUY,62692.33,61112.61,3.0,64272.05,trail_stop,1.0,100,1053.14,0.5,,sniper ATR,TP3,Sniper,2026-06-11 16:00:00,2026-06-17 19:35:00,2026-06-11,100.0,3.0,50,0.0
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-11 23:15:00,2026-06-11 23:45:00,SELL,0.70489,0.70523,6.0,0.70489,trail_stop,0.5,100,0.000501,0.4271,0.6781,structure,static,ORB 15m breakout,2026-06-11 23:15:00,2026-06-11 23:45:00,2026-06-11,100.0,6.0,20,87.124
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-11 23:15:00,2026-06-12 00:15:00,BUY,1.39637,1.39611,6.0,1.39741,trail_stop,2.5,100,0.000488,0.5521,0.5329,structure,static,ORB 15m breakout,2026-06-11 23:15:00,2026-06-12 00:15:00,2026-06-11,100.0,6.0,20,81.316
fixed_current,ORB,USDCHF,M15,2026-06,2026-06-11 23:15:00,2026-06-12 00:30:00,BUY,0.79454,0.79416,3.0,0.79568,win,2.0,100,0.00038,0.1979,1.0076,structure,static,ORB 15m breakout,2026-06-11 23:15:00,2026-06-12 00:30:00,2026-06-11,100.0,3.0,20,99.696
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-11 23:15:00,2026-06-11 23:45:00,SELL,214.707,214.81147,6.0,214.81147,loss,-1.0,95,0.109786,0.5104,,structure,static,Entry Model 3 - Confirmation of Internal Structure,2026-06-11 23:15:00,2026-06-11 23:45:00,2026-06-11,95.0,6.0,20,0.0
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-12 00:45:00,2026-06-12 01:45:00,SELL,214.748,214.85685,6.0,214.748,trail_stop,0.5,92,0.092357,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-06-12 00:45:00,2026-06-12 01:45:00,2026-06-12,92.0,6.0,20,0.0
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-12 03:00:00,2026-06-12 04:00:00,SELL,1.39769,1.39798,6.0,1.3974,trail_stop,1.0,97,0.000298,0.0833,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-12 03:00:00,2026-06-12 04:00:00,2026-06-12,97.0,6.0,20,0.0
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-12 06:00:00,2026-06-12 07:30:00,BUY,214.932,214.76053,6.0,214.76053,loss,-1.0,100,0.069786,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-06-12 06:00:00,2026-06-12 07:30:00,2026-06-12,100.0,6.0,20,0.0
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,0.70718,0.7077,6.0,0.7077,loss,-1.0,100,0.000677,0.6875,0.7679,structure,static,ORB 15m breakout,2026-06-14 23:15:00,2026-06-14 23:45:00,2026-06-14,100.0,6.0,20,90.71600000000001
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-14 23:15:00,2026-06-15 00:00:00,BUY,1.39627,1.3959,6.0,1.3959,loss,-1.0,100,0.000729,0.6562,0.5078,structure,static,ORB 15m breakout,2026-06-14 23:15:00,2026-06-15 00:00:00,2026-06-14,100.0,6.0,20,80.312
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,0.58514,0.5857,3.0,0.5857,loss,-1.0,100,0.000596,0.8958,0.94,structure,static,ORB 15m breakout,2026-06-14 23:15:00,2026-06-14 23:45:00,2026-06-14,100.0,3.0,20,97.6
fixed_current,ORB,GBPUSD,M15,2026-06,2026-06-15 23:15:00,2026-06-16 00:15:00,BUY,1.34142,1.3411,3.0,1.3411,loss,-1.0,100,0.000464,0.5,0.6892,structure,static,ORB 15m breakout,2026-06-15 23:15:00,2026-06-16 00:15:00,2026-06-15,100.0,3.0,20,87.568
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-15 23:15:00,2026-06-16 00:15:00,BUY,0.58268,0.58237,3.0,0.58237,loss,-1.0,100,0.00031,0.5,1.3822,structure,static,ORB 15m breakout,2026-06-15 23:15:00,2026-06-16 00:15:00,2026-06-15,100.0,3.0,20,84.71199999999999
fixed_current,ORB,USDCHF,M15,2026-06,2026-06-15 23:15:00,2026-06-15 23:45:00,SELL,0.79449,0.79464,3.0,0.79449,trail_stop,0.5,100,0.00027,0.5,0.5556,structure,static,ORB 15m breakout,2026-06-15 23:15:00,2026-06-15 23:45:00,2026-06-15,100.0,3.0,20,82.224
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-16 00:00:00,2026-06-16 03:30:00,SELL,0.70689,0.70747,6.0,0.70631,trail_stop,1.0,98,0.000211,0.0938,,structure,static,Entry Model 3 - Confirmation of Internal Structure,2026-06-16 00:00:00,2026-06-16 03:30:00,2026-06-16,98.0,6.0,20,0.0
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-16 05:15:00,2026-06-16 06:30:00,SELL,214.729,214.8027,6.0,214.729,trail_stop,0.5,100,0.084643,0.4271,,structure,static,Entry Model 2 - Internal Swing Confirmation,2026-06-16 05:15:00,2026-06-16 06:30:00,2026-06-16,100.0,6.0,20,0.0
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-16 23:15:00,2026-06-16 23:45:00,BUY,0.70691,0.70675,6.0,0.70675,loss,-1.0,100,0.000192,0.5,0.8327,structure,static,ORB 15m breakout,2026-06-16 23:15:00,2026-06-16 23:45:00,2026-06-16,100.0,6.0,20,93.30799999999999
fixed_current,ORB,GBPUSD,M15,2026-06,2026-06-16 23:15:00,2026-06-16 23:45:00,BUY,1.343,1.34271,3.0,1.34271,loss,-1.0,100,0.00029,0.5,1.0201,structure,static,ORB 15m breakout,2026-06-16 23:15:00,2026-06-16 23:45:00,2026-06-16,100.0,3.0,20,99.196
fixed_current,ORB,USDCHF,M15,2026-06,2026-06-16 23:15:00,2026-06-16 23:30:00,SELL,0.79282,0.79292,3.0,0.79282,trail_stop,0.5,100,0.000155,0.5,0.6452,structure,static,ORB 15m breakout,2026-06-16 23:15:00,2026-06-16 23:30:00,2026-06-16,100.0,3.0,20,85.80799999999999
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-16 23:15:00,2026-06-17 00:15:00,BUY,1.39925,1.39905,6.0,1.39945,trail_stop,1.0,91,0.00024,0.0417,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-16 23:15:00,2026-06-17 00:15:00,2026-06-16,91.0,6.0,20,0.0
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-17 00:45:00,2026-06-17 01:00:00,SELL,0.70684,0.70704,6.0,0.70704,loss,-1.0,92,0.000229,0.1667,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-17 00:45:00,2026-06-17 01:00:00,2026-06-17,92.0,6.0,20,0.0
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-17 00:45:00,2026-06-17 06:00:00,SELL,215.355,215.43895,6.0,215.355,trail_stop,0.5,90,0.059643,0.0729,,structure,static,Entry Model 2 - Internal Swing Confirmation,2026-06-17 00:45:00,2026-06-17 06:00:00,2026-06-17,90.0,6.0,20,0.0
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-17 06:00:00,2026-06-17 18:00:00,BUY,1.40038,1.39947,6.0,1.40584,win,3.5,97,0.000376,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-17 06:00:00,2026-06-17 18:00:00,2026-06-17,97.0,6.0,30,0.0
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-17 23:15:00,2026-06-18 00:15:00,BUY,0.70183,0.70141,6.0,0.70267,trail_stop,1.5,100,0.00042,0.2812,1.0519,structure,static,ORB 15m breakout,2026-06-17 23:15:00,2026-06-18 00:15:00,2026-06-17,100.0,6.0,20,97.92399999999999
fixed_current,ORB,USDCHF,M15,2026-06,2026-06-17 23:15:00,2026-06-18 00:00:00,SELL,0.79936,0.79967,3.0,0.79843,win,3.0,100,0.000432,0.3229,0.7174,structure,static,ORB 15m breakout,2026-06-17 23:15:00,2026-06-18 00:00:00,2026-06-17,100.0,3.0,20,88.696
fixed_current,ORB,GBPUSD,M15,2026-06,2026-06-17 23:15:00,2026-06-18 00:00:00,BUY,1.32998,1.32953,3.0,1.33133,win,3.0,100,0.000845,0.5312,0.5325,structure,static,ORB 15m breakout,2026-06-17 23:15:00,2026-06-18 00:00:00,2026-06-17,100.0,3.0,20,81.3
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-18 01:30:00,2026-06-18 12:00:00,BUY,1.41031,1.40925,6.0,1.41137,trail_stop,1.0,96,0.001015,0.8542,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-18 01:30:00,2026-06-18 12:00:00,2026-06-18,96.0,6.0,30,0.0
fixed_current,ORB,GBPUSD,M15,2026-06,2026-06-18 23:15:00,2026-06-19 00:00:00,SELL,1.32027,1.3206,3.0,1.3206,loss,-1.0,100,0.000456,0.5,0.723,structure,static,ORB 15m breakout,2026-06-18 23:15:00,2026-06-19 00:00:00,2026-06-18,100.0,3.0,20,88.92
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-18 23:15:00,2026-06-19 00:00:00,SELL,0.57579,0.57594,3.0,0.57564,trail_stop,1.0,100,0.000298,0.5,0.5036,structure,static,ORB 15m breakout,2026-06-18 23:15:00,2026-06-19 00:00:00,2026-06-18,100.0,3.0,20,80.144
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-18 23:15:00,2026-06-19 00:00:00,SELL,0.70163,0.70176,6.0,0.70137,trail_stop,1.5,95,0.000273,0.5,0.4764,structure,static,ORB 15m breakout,2026-06-18 23:15:00,2026-06-19 00:00:00,2026-06-18,95.0,6.0,20,79.056
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-19 00:00:00,2026-06-19 05:30:00,SELL,212.894,213.18046,6.0,212.894,trail_stop,0.5,98,0.209714,0.5521,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-06-19 00:00:00,2026-06-19 05:30:00,2026-06-19,98.0,6.0,30,0.0
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-19 06:00:00,2026-06-19 13:00:00,SELL,1.41379,1.41598,6.0,1.41598,loss,-1.0,96,0.000632,0.3646,,structure,static,Entry Model 3 - Confirmation of Internal Structure,2026-06-19 06:00:00,2026-06-19 13:00:00,2026-06-19,96.0,6.0,30,0.0
